307	145	929
225	79	15
225	80	64
226	81	117
228	83	174
230	85	231
233	89	288
237	93	346
241	98	404
246	103	463
252	110	521
258	116	579
265	124	637
273	131	696
281	140	754
290	148	812
300	157	870
310	166	929
232	133	23
232	134	70
233	134	121
235	136	176
237	137	233
240	140	290
243	142	348
247	146	405
252	149	463
258	154	521
264	159	580
271	164	638
279	170	696
287	176	754
296	183	813
305	190	871
315	198	929
242	192	37
243	192	79
244	193	127
245	193	180
247	195	236
250	196	292
253	198	349
257	200	407
262	203	465
267	206	523
273	210	581
280	214	639
287	219	697
295	223	755
304	229	813
313	234	871
322	240	930
257	252	55
258	252	90
258	253	135
260	253	186
262	254	240
264	255	295
267	257	352
271	258	409
275	261	466
280	263	524
286	266	582
292	269	640
299	272	698
307	276	756
315	280	814
324	285	872
333	290	930
275	313	74
276	313	104
276	314	144
278	314	193
279	315	245
282	316	300
284	317	355
288	318	412
292	320	469
297	322	526
302	324	584
308	326	642
315	329	699
322	332	757
329	335	815
338	339	873
346	343	931
296	374	94
297	375	119
297	375	156
298	375	201
300	376	252
302	376	305
305	377	360
308	379	416
312	380	472
316	381	529
321	383	586
327	385	644
333	388	701
340	390	759
347	393	817
354	396	875
363	399	933
320	436	114
320	436	136
321	436	169
322	437	211
323	437	260
325	438	311
328	439	365
331	440	420
334	441	476
338	442	532
343	443	589
348	445	646
354	447	703
360	449	761
367	451	819
374	454	876
382	457	934
346	498	134
346	498	153
347	498	183
348	498	223
349	499	269
351	499	319
353	500	371
356	501	425
359	502	480
363	503	536
367	504	592
372	506	649
377	507	706
383	509	763
389	511	821
396	513	878
403	515	936
373	560	155
374	560	172
374	560	198
375	560	235
376	561	279
378	561	327
380	562	378
382	562	431
385	563	485
389	564	541
393	565	596
397	566	653
402	568	709
407	569	766
413	571	823
419	573	881
426	575	938
402	622	175
403	622	190
403	622	215
404	622	249
405	623	290
406	623	336
408	623	386
411	624	438
413	625	491
416	626	546
420	627	601
424	628	657
429	629	713
433	630	770
439	632	826
445	633	884
451	635	941
433	684	196
433	684	209
433	684	231
434	684	263
435	685	302
436	685	347
438	685	395
440	686	445
443	686	498
445	687	551
449	688	606
452	689	661
457	690	717
461	691	773
466	693	830
472	694	887
477	696	944
464	746	217
464	746	229
464	746	249
465	746	279
466	747	315
467	747	358
469	747	404
471	748	454
473	748	505
475	749	558
479	750	612
482	751	666
486	752	722
490	753	777
495	754	834
500	755	890
505	757	947
495	808	237
496	808	248
496	808	267
497	808	294
497	809	329
499	809	370
500	809	415
502	810	463
504	810	513
506	811	565
509	811	618
512	812	672
516	813	727
520	814	782
524	815	838
529	816	894
534	818	950
528	870	258
528	870	268
528	870	285
529	870	311
530	871	344
531	871	383
532	871	426
534	872	472
536	872	521
538	873	572
541	873	625
544	874	678
547	875	732
550	876	787
554	877	842
559	878	898
563	879	954
